Match#,tweet_id,text,Tweet date,y_is_prediction,term_used_to_identify_prediction
36,1456558907573280000,"""Toss update from Sharjah  
Namibia have won the toss and will field first. 

#T20WorldCup | #NZvNAM #ICCT20WorldCup2021 https://t.co/g5SiGDEXu8""",2021-11-05 09:48:23+00:00,0,won the toss
36,1456557015749200000,"Namibia will have some extra fans today (😉) - can they cause an upset? 

https://t.co/aMqJvpClN0 | #NZvNAM | #T20WorldCup https://t.co/9FopZQPQs3",2021-11-05 09:40:28+00:00,0,"can, ?"
36,1456555457439420000,"Namibia win the toss and opt to field first against New Zealand. 

#T20WorldCup #NZvNAM

LIVE: https://t.co/0nhWugCaz8",2021-11-05 09:34:17+00:00,0,"toss, opt"
36,1456548963461450000,"""Who won the #NZvsNAM  match ??
#T20WorldCup #NewZealand #Namibia #NZvNAM""",2021-11-05 09:08:28+00:00,0,who?
36,1456516652120540000,"""Who Will Win Match 36 Today?

1 | New Zealand 👍
2 | Namibia ❤️

#Cricket #T20WorldCup #NZvNAM #NAMvNZ #T20WorldCup2021 https://t.co/zg47lE3yIT""",2021-11-05 06:30:00+00:00,0,?
36,1455959799640640000,"Quiet easy win for #Blackcaps 

#NewZealand beat #Namibia by 16 runs 

#NZvNAM #T20WorldCup #T20WorldCup21 https://t.co/ueZBEknDFI",2021-11-03 18:07:21+00:00,1,easy win
36,1456545606801910000,"Criclytics win predictor for the first game of the double header today - Namibia - 44% v New Zealand - 56%.

#NAMvNZ #T20WorldCup https://t.co/jpfsDdkVlm",2021-11-05 08:55:08+00:00,1,win predictor
36,1455894829255200000,"#Gautam Gambhir during #NAMvNZ match was talking abt inclusion of any 2 players from any test nations in each associate nations while participating in WC 2 make d matches more competitive.But the question is you want to form national team or franchise team?
#T20WorldCup",2021-11-03 13:49:11+00:00,1,?
35,1456238666641140000,"Who do you think will score the most runs today?

Jason Holder or Wanindu Hasaranga? 🤔

#T20WorldCup #WestIndies #SriLanka #WIvSL https://t.co/OORwmVZyby",2021-11-04 12:35:28+00:00,0,"who, ? "
35,1456257905716390000,"""West Indies Won The Toss and Elected to Bowl First Against Sri Lanka 🏏

Playing XI's Of Both Sides 👇

#Cricket #T20WorldCup #WIvSL #SLvWI #T20WorldCup2021 #SportsTrendsCan https://t.co/aHXm1HCGnf""",2021-11-04 13:51:55+00:00,0,won the toss
